COMID,StreamOrde,Roughness
5495764,4,0.045
5495706,4,0.045
5495690,4,0.045
5495676,4,0.045
5495670,4,0.045
5495660,4,0.045
5495640,3,0.065
5495614,3,0.065
5495588,3,0.065
5495586,3,0.065
5494654,3,0.065
5495576,3,0.065
5494642,2,0.1
5494770,2,0.1
5494576,2,0.1
5494570,1,0.2
5494764,1,0.2
5495642,4,0.045
5495628,4,0.045
5495602,4,0.045
5496856,4,0.045
5494740,4,0.045
5494626,3,0.065
5494590,2,0.1
5494738,3,0.065
5494606,2,0.1
5497148,7,0.025
5497166,7,0.025
5497142,7,0.025
5497122,7,0.025
5497132,7,0.025
5497134,7,0.025
5497186,7,0.025
5497182,7,0.025
5497196,7,0.025
24943193,7,0.025
5497190,7,0.025
5496350,4,0.045
5497362,4,0.045
5496358,4,0.045
5496378,4,0.045
5496382,4,0.045
5496388,4,0.045
5496408,4,0.045
5496406,4,0.045
5496980,4,0.045
5496366,4,0.045
5496356,4,0.045
5496280,3,0.065
5496274,3,0.065
5496278,3,0.065
5496332,3,0.065
5496336,3,0.065
5496322,3,0.065
5496272,3,0.065
5496414,4,0.045
5496420,4,0.045
5496426,4,0.045
5496442,4,0.045
5496452,4,0.045
5496476,4,0.045
5496518,4,0.045
5496532,4,0.045
5496572,4,0.045
5496570,4,0.045
5496578,2,0.1
5496698,3,0.065
5496744,3,0.065
5496786,3,0.065
5498386,3,0.065
5498400,3,0.065
5498432,3,0.065
5498452,3,0.065
5498476,3,0.065
5496534,3,0.065
5496568,3,0.065
5496604,3,0.065
5497020,3,0.065
5496666,2,0.1
5496696,2,0.1
5496780,1,0.2
5497000,3,0.065
5497010,3,0.065
5496490,3,0.065
5496554,3,0.065
5496618,3,0.065
5496634,2,0.1
5496724,2,0.1
5498372,2,0.1
5496774,2,0.1
5498416,2,0.1
5497826,3,0.065
5497828,3,0.065
5497842,3,0.065
5497852,3,0.065
5497858,3,0.065
5497860,3,0.065
5496660,3,0.065
5497850,3,0.065
5496672,3,0.065
5496690,3,0.065
5496694,3,0.065
5497434,2,0.1
5496758,2,0.1
5498810,2,0.1
5498382,2,0.1
5498410,2,0.1
5498422,2,0.1
5499218,2,0.1
5499220,2,0.1
5499216,2,0.1
5499226,2,0.1
5499234,2,0.1
5499236,1,0.2
5497242,2,0.1
5497244,2,0.1
5496084,2,0.1
5496116,2,0.1
5496098,2,0.1
5496776,1,0.2
5498836,1,0.2
5496448,1,0.2
5501772,1,0.2
5498110,1,0.2
5496716,2,0.1
5496760,1,0.2
5495818,3,0.065
5497128,3,0.065
5495782,3,0.065
5495774,3,0.065
5495724,3,0.065
5495680,2,0.1
5495632,2,0.1
5495620,1,0.2
5494604,2,0.1
5494598,1,0.2
5494632,2,0.1
5495954,2,0.1
5497692,2,0.1
5495912,2,0.1
5495894,2,0.1
5497690,2,0.1
5495922,3,0.065
5495938,3,0.065
5497188,3,0.065
5495950,3,0.065
5495956,3,0.065
5496048,3,0.065
5496072,3,0.065
5496910,2,0.1
5496120,2,0.1
5497124,2,0.1
5495862,2,0.1
5497126,2,0.1
5495920,2,0.1
5497210,1,0.2
5497200,1,0.2
5495974,1,0.2
5497212,1,0.2
5495930,1,0.2
5496112,1,0.2
5497258,1,0.2
5496890,1,0.2
5497730,2,0.1
5497736,2,0.1
5497118,3,0.065
5495796,3,0.065
5495756,2,0.1
5495716,1,0.2
5497220,2,0.1
5497218,2,0.1
5495968,2,0.1
5496012,2,0.1
5495960,2,0.1
5495908,2,0.1
5495874,1,0.2
5498070,1,0.2
5497284,2,0.1
5496206,2,0.1
5496294,1,0.2
5496520,2,0.1
5496526,1,0.2
5497410,1,0.2
5497878,2,0.1
5495624,2,0.1
5495634,1,0.2
5496646,1,0.2
5494502,1,0.2
5496546,1,0.2
5495580,1,0.2
5497688,1,0.2
5497716,1,0.2
5498418,1,0.2
5499246,1,0.2
5497830,1,0.2
5497822,1,0.2
5497498,1,0.2
5496684,1,0.2
5496756,1,0.2
5496732,1,0.2
5498408,1,0.2
5498450,1,0.2
5498466,1,0.2
5498464,1,0.2
5497936,1,0.2
5497904,1,0.2
5497886,1,0.2
5497876,1,0.2
5497812,1,0.2
5497802,1,0.2
5497808,1,0.2
5496598,1,0.2
5496510,1,0.2
5496496,1,0.2
5496402,1,0.2
5496424,1,0.2
5496530,1,0.2
5496552,1,0.2
5496468,1,0.2
5497476,1,0.2
5496372,1,0.2
5496976,1,0.2
5496446,1,0.2
5497478,1,0.2
5497480,1,0.2
5497504,1,0.2
5497496,1,0.2
5496606,1,0.2
5496742,1,0.2
5498440,1,0.2
5498482,1,0.2
5498420,1,0.2
5497490,1,0.2
5496486,1,0.2
5496488,1,0.2
5497484,1,0.2
5496430,1,0.2
5496260,1,0.2
5496270,1,0.2
5496262,1,0.2
5496360,1,0.2
5496364,1,0.2
5496246,1,0.2
5496248,1,0.2
5496308,1,0.2
5496418,1,0.2
5497486,1,0.2
5496608,1,0.2
5496538,1,0.2
5496676,1,0.2
5498480,1,0.2
5498486,1,0.2
5496712,1,0.2
5497494,1,0.2
5496626,1,0.2
5496502,1,0.2
5496438,1,0.2
5496754,1,0.2
5498470,1,0.2
5498444,1,0.2
5498392,1,0.2
5498396,1,0.2
5496700,1,0.2
5496600,1,0.2
5496592,1,0.2
5496268,1,0.2
5496298,1,0.2
5496266,1,0.2
5496302,1,0.2
5496956,1,0.2
5496182,1,0.2
5496144,1,0.2
5496946,1,0.2
5496900,1,0.2
5496944,1,0.2
5497452,1,0.2
5495978,1,0.2
5496870,1,0.2
5495924,1,0.2
5495964,1,0.2
5495906,1,0.2
5496912,1,0.2
5497450,1,0.2
5496194,1,0.2
5496190,1,0.2
5496170,1,0.2
5497464,1,0.2
5496906,1,0.2
5496904,1,0.2
5495966,1,0.2
5495980,1,0.2
5495992,1,0.2
5499242,1,0.2
5499396,1,0.2
5496440,2,0.1
5494526,2,0.1
5497388,2,0.1
5496396,2,0.1
5496404,2,0.1
5496494,2,0.1
5494636,2,0.1
5494662,1,0.2
5497508,1,0.2
5495840,1,0.2
5498478,2,0.1
5496066,2,0.1
5496050,1,0.2
5497228,1,0.2
5501764,1,0.2
5498022,1,0.2
5496010,1,0.2
5497718,1,0.2
5497720,1,0.2
5499214,1,0.2
5499228,1,0.2
5498838,1,0.2
5499244,2,0.1
5499256,1,0.2
5497824,2,0.1
5496662,1,0.2
5497428,1,0.2
5496692,1,0.2
5497430,2,0.1
5496720,2,0.1
5496728,2,0.1
5498814,1,0.2
5498064,1,0.2
5498062,1,0.2
5498032,1,0.2
5498034,1,0.2
5498048,1,0.2
5498050,1,0.2
5496524,1,0.2
5497414,1,0.2
5497358,1,0.2
5497352,1,0.2
5496342,1,0.2
5497380,1,0.2
5496398,2,0.1
5497370,2,0.1
5496436,2,0.1
5496412,1,0.2
5497394,1,0.2
5496974,1,0.2
5496410,1,0.2
5497392,1,0.2
5496400,1,0.2
5496432,1,0.2
5496512,1,0.2
5497002,1,0.2
5496784,1,0.2
5496462,1,0.2
5496454,2,0.1
5496456,2,0.1
5496466,2,0.1
5496492,1,0.2
5496480,1,0.2
5497402,1,0.2
5496516,1,0.2
5496464,1,0.2
5497398,1,0.2
5497400,1,0.2
5496484,1,0.2
5496474,1,0.2
5496444,2,0.1
5496422,4,0.045
5496986,1,0.2
5496996,2,0.1
5496584,1,0.2
5497412,1,0.2
5498844,3,0.065
5497016,3,0.065
5498436,1,0.2
5498816,1,0.2
5496644,1,0.2
5497424,1,0.2
5496562,2,0.1
5496580,1,0.2
5496470,1,0.2
5497404,1,0.2
5496770,1,0.2
5496616,2,0.1
5496768,1,0.2
5497308,1,0.2
5497328,1,0.2
5497298,1,0.2
5497266,1,0.2
5497272,1,0.2
5497264,1,0.2
5496090,2,0.1
5497250,2,0.1
5496082,2,0.1
5497252,1,0.2
5496898,1,0.2
5497204,1,0.2
5497146,1,0.2
5495836,1,0.2
5497144,1,0.2
5497138,1,0.2
5497136,1,0.2
5496020,2,0.1
5496026,1,0.2
5496130,1,0.2
5497260,1,0.2
5496908,2,0.1
5496146,1,0.2
5497176,1,0.2
5497178,1,0.2
5494648,1,0.2
5494594,1,0.2
5494564,1,0.2
5494542,1,0.2
5495594,1,0.2
5495616,1,0.2
5495674,1,0.2
5495646,1,0.2
5495794,1,0.2
5495792,1,0.2
5495760,1,0.2
5495842,1,0.2
5495772,1,0.2
5495722,1,0.2
5495650,1,0.2
5495622,1,0.2
5495736,1,0.2
5495686,1,0.2
5495734,1,0.2
5495816,1,0.2
5495714,1,0.2
5495718,1,0.2
5495720,1,0.2
5496866,1,0.2
5495822,1,0.2
5495788,1,0.2
5495766,1,0.2
5495696,1,0.2
5495688,1,0.2
5495668,1,0.2
5495662,1,0.2
5495618,1,0.2
5494582,1,0.2
5494568,1,0.2
5494572,1,0.2
5494656,1,0.2
5495578,1,0.2
5495630,1,0.2
5494574,1,0.2
5494624,1,0.2
5494602,1,0.2
5494548,1,0.2
5494538,1,0.2
5494496,1,0.2
5494498,1,0.2
5495584,1,0.2
5496858,1,0.2
5496860,1,0.2
5495754,1,0.2
5495892,1,0.2
5495872,1,0.2
5495812,1,0.2
5495832,1,0.2
5495784,1,0.2
5497442,1,0.2
5495726,1,0.2
5495740,1,0.2
5495808,1,0.2
5495854,1,0.2
5495948,1,0.2
5496004,1,0.2
5495876,1,0.2
5495910,1,0.2
5495962,1,0.2
5496046,1,0.2
5497456,1,0.2
5496896,1,0.2
5496894,1,0.2
5495972,1,0.2
5496152,1,0.2
5496160,1,0.2
5496124,1,0.2
5496150,1,0.2
5496224,1,0.2
5497468,1,0.2
5496958,1,0.2
5497462,1,0.2
5496042,1,0.2
5495916,1,0.2
5497682,1,0.2
5497678,1,0.2
5494886,1,0.2
5497672,1,0.2
5497666,1,0.2
5495600,1,0.2
5497440,1,0.2
5495610,1,0.2
5495798,1,0.2
5495786,1,0.2
5497446,1,0.2
5495880,1,0.2
5495882,1,0.2
5496028,1,0.2
5496892,1,0.2
5496114,1,0.2
5496234,1,0.2
5497998,1,0.2
5498142,1,0.2
5497710,1,0.2
5497696,1,0.2
5497784,1,0.2
5497762,1,0.2
5498424,1,0.2
5494630,1,0.2
24943197,1,0.2
5494596,1,0.2
5497158,1,0.2
5495682,2,0.1
5495678,2,0.1
5495758,2,0.1
5497140,1,0.2
5494640,2,0.1
5494620,2,0.1
5494774,1,0.2
5494610,1,0.2
5494778,1,0.2
5494616,1,0.2
5494776,1,0.2
5494622,1,0.2
5494608,1,0.2
5494768,1,0.2
5495574,1,0.2
5497046,1,0.2
5495582,1,0.2
5494592,2,0.1
5494588,2,0.1
5494540,2,0.1
5494660,1,0.2
5495684,1,0.2
5497084,1,0.2
5495820,2,0.1
5495712,1,0.2
5497208,1,0.2
5497214,1,0.2
5497226,2,0.1
5496030,2,0.1
5496022,2,0.1
5496008,2,0.1
5496884,2,0.1
5496058,1,0.2
5496034,1,0.2
5497236,1,0.2
5497238,1,0.2
5497276,1,0.2
5497274,1,0.2
5496156,1,0.2
5497310,1,0.2
5496244,1,0.2
5497316,1,0.2
5497314,1,0.2
5496216,1,0.2
5497302,1,0.2
5497280,2,0.1
5496166,2,0.1
5496162,1,0.2
5497684,2,0.1
5498016,1,0.2
5498018,1,0.2
5497680,1,0.2
5497670,2,0.1
5497664,1,0.2
5495636,1,0.2
5497078,1,0.2
5495748,1,0.2
5495802,2,0.1
5495868,1,0.2
5495900,2,0.1
5497318,1,0.2
5497726,1,0.2
5498038,1,0.2
5498376,1,0.2
5496762,1,0.2
5498794,2,0.1
5495638,3,0.065
5498026,7,0.025
5497342,7,0.025
5497386,7,0.025
5495612,2,0.1
5497668,2,0.1
5501750,2,0.1
5497512,3,0.065
5496778,1,0.2
5498840,1,0.2
5498834,2,0.1
5494806,1,0.2
5494782,1,0.2
5494612,1,0.2
5494780,1,0.2
5494614,1,0.2
5497506,2,0.1
5497674,2,0.1
5497338,3,0.065
5497336,3,0.065
5497334,1,0.2
5497332,3,0.065
5497330,1,0.2
5497344,1,0.2
5497390,4,0.045
5497384,1,0.2
5497382,4,0.045
5497374,1,0.2
5497372,4,0.045
5497364,4,0.045
5497356,4,0.045
5497354,4,0.045
5497346,3,0.065
1306183,1,0.2
1305897,1,0.2
1306191,1,0.2
1306807,1,0.2
1306829,1,0.2
1306209,1,0.2
1306819,1,0.2
1306117,1,0.2
1306795,1,0.2
1306135,1,0.2
1305607,1,0.2
1305821,1,0.2
1306177,1,0.2
1306323,1,0.2
1306047,1,0.2
1305667,1,0.2
1306831,1,0.2
1305391,1,0.2
1305423,1,0.2
1305213,1,0.2
1306289,1,0.2
1305295,1,0.2
1306207,1,0.2
1305483,1,0.2
1305543,1,0.2
1306325,1,0.2
1306839,1,0.2
1306903,1,0.2
1306821,1,0.2
1306773,1,0.2
1305825,1,0.2
1305827,1,0.2
1305837,1,0.2
1305729,1,0.2
1305675,1,0.2
1305763,1,0.2
1305779,1,0.2
1305691,1,0.2
1305753,1,0.2
1305689,1,0.2
1305723,1,0.2
1305703,1,0.2
1305569,1,0.2
1305637,1,0.2
1306311,1,0.2
1305633,1,0.2
1305541,1,0.2
1305547,1,0.2
1305459,1,0.2
1305521,1,0.2
1305495,1,0.2
1305471,1,0.2
1305539,1,0.2
1305529,1,0.2
1305441,1,0.2
1305439,1,0.2
1305409,1,0.2
1305387,1,0.2
1305465,1,0.2
1305447,1,0.2
1305407,1,0.2
1305341,1,0.2
1305279,1,0.2
1305327,1,0.2
1305281,1,0.2
1305299,1,0.2
1305267,1,0.2
1305215,1,0.2
1305245,1,0.2
1305147,1,0.2
1305151,1,0.2
1305077,1,0.2
1305115,1,0.2
1304137,1,0.2
1304139,1,0.2
1305107,1,0.2
1305929,5,0.03
1305913,5,0.03
1305871,5,0.03
1305855,5,0.03
1305839,5,0.03
1306593,5,0.03
1305801,5,0.03
1305773,5,0.03
1305741,5,0.03
1305701,5,0.03
1305695,5,0.03
1305685,5,0.03
1305395,3,0.065
1305385,3,0.065
1305301,3,0.065
1305273,3,0.065
1305247,3,0.065
1305201,3,0.065
1305129,2,0.1
1306281,2,0.1
1305121,2,0.1
1305105,2,0.1
1305075,2,0.1
1305681,5,0.03
1306355,5,0.03
1305673,5,0.03
1305669,5,0.03
1305671,5,0.03
1305661,5,0.03
1305643,5,0.03
1305615,5,0.03
1305617,5,0.03
1306295,4,0.045
1305487,4,0.045
1305479,4,0.045
1305477,4,0.045
1306383,3,0.065
1305943,3,0.065
1305973,3,0.065
1306001,3,0.065
1305795,3,0.065
1305809,3,0.065
1306385,3,0.065
1305961,3,0.065
1305963,3,0.065
1306043,3,0.065
1306119,3,0.065
1306127,2,0.1
1305873,4,0.045
1305875,4,0.045
1305889,3,0.065
1305891,3,0.065
1305883,3,0.065
1305851,3,0.065
1305835,3,0.065
1306373,3,0.065
1305859,2,0.1
1305865,2,0.1
1305881,3,0.065
1305951,3,0.065
1305957,3,0.065
1305959,3,0.065
1305975,3,0.065
1305999,3,0.065
1306011,3,0.065
1306019,3,0.065
1306035,3,0.065
1306041,3,0.065
1306399,3,0.065
1306075,2,0.1
1306089,2,0.1
1306101,2,0.1
1306815,2,0.1
1306797,2,0.1
1306803,2,0.1
1306801,2,0.1
1306905,1,0.2
1306841,2,0.1
1306835,1,0.2
1306049,2,0.1
1306071,1,0.2
1306569,1,0.2
1306091,1,0.2
1306577,1,0.2
1306791,1,0.2
1306167,1,0.2
1306409,1,0.2
1306115,2,0.1
1306125,2,0.1
1305771,3,0.065
1305781,2,0.1
1305785,2,0.1
1305761,2,0.1
1305731,2,0.1
1305677,1,0.2
1305815,2,0.1
1305819,2,0.1
1305803,2,0.1
1306065,1,0.2
1306567,1,0.2
1305931,4,0.045
1305985,2,0.1
1305903,2,0.1
1305843,2,0.1
1305751,2,0.1
1305745,2,0.1
1305727,1,0.2
1306825,1,0.2
1305511,3,0.065
1305463,3,0.065
1305435,2,0.1
1305411,2,0.1
1305039,1,0.2
1306287,2,0.1
1305693,4,0.045
1305641,4,0.045
1305635,4,0.045
1305593,4,0.045
1305589,3,0.065
1305567,4,0.045
1306315,4,0.045
1305551,4,0.045
1305537,4,0.045
1305531,4,0.045
1305513,4,0.045
1305497,4,0.045
1305455,4,0.045
1305445,4,0.045
1305419,4,0.045
1305405,4,0.045
1305397,4,0.045
1305371,4,0.045
1306283,4,0.045
1305297,4,0.045
1305263,4,0.045
1305249,4,0.045
1305227,4,0.045
1305209,4,0.045
1305207,4,0.045
1305187,4,0.045
1305185,4,0.045
1305179,4,0.045
1305169,4,0.045
1305145,4,0.045
1305133,4,0.045
1305123,4,0.045
1305059,4,0.045
1305057,4,0.045
1305271,2,0.1
1305265,2,0.1
1306279,2,0.1
1305089,2,0.1
1305101,2,0.1
1305125,2,0.1
1305159,2,0.1
1305163,2,0.1
1305181,2,0.1
1305191,2,0.1
1306285,3,0.065
1305361,3,0.065
1305355,3,0.065
1305353,3,0.065
1305343,2,0.1
1305317,2,0.1
1305311,2,0.1
1305305,2,0.1
1305035,1,0.2
1306793,1,0.2
1305665,2,0.1
1305657,2,0.1
1305625,2,0.1
1305605,2,0.1
1306341,2,0.1
1305587,2,0.1
1306333,2,0.1
1306307,2,0.1
1306471,2,0.1
1305535,2,0.1
1305525,2,0.1
1306313,3,0.065
1305559,2,0.1
1305549,2,0.1
1305659,2,0.1
1305649,2,0.1
1305611,1,0.2
1306487,1,0.2
1305841,1,0.2
1306775,1,0.2
1306907,1,0.2
1305725,1,0.2
1305853,2,0.1
1305767,2,0.1
1305755,2,0.1
1305721,2,0.1
1305639,2,0.1
1305631,2,0.1
1306309,1,0.2
1305555,3,0.065
1305501,2,0.1
1305503,2,0.1
1305443,2,0.1
1305383,2,0.1
1305339,2,0.1
1305289,2,0.1
1305197,2,0.1
1305131,2,0.1
1306271,1,0.2
1305073,1,0.2
1305321,1,0.2
1305287,1,0.2
1305251,1,0.2
1305229,1,0.2
1305193,1,0.2
1305127,1,0.2
1305155,1,0.2
1304143,1,0.2
1305081,1,0.2
1305079,1,0.2
1305137,1,0.2
1305149,1,0.2
1305165,1,0.2
1305203,1,0.2
1305231,1,0.2
1305241,1,0.2
1305171,1,0.2
1305285,1,0.2
1305219,1,0.2
1305283,1,0.2
1305261,1,0.2
1305253,1,0.2
1305225,1,0.2
1305259,1,0.2
1305291,1,0.2
1305351,1,0.2
1305315,1,0.2
1305303,1,0.2
1305333,1,0.2
1305359,1,0.2
1305393,1,0.2
1305379,1,0.2
1305377,1,0.2
1305429,1,0.2
1305401,1,0.2
1305453,1,0.2
1305475,1,0.2
1305509,1,0.2
1305527,1,0.2
1305553,1,0.2
1306317,1,0.2
1305585,1,0.2
1305595,1,0.2
1305655,1,0.2
1305623,1,0.2
1306319,1,0.2
1306339,1,0.2
1306297,1,0.2
1305523,1,0.2
1305481,1,0.2
1305557,1,0.2
1306343,1,0.2
1305609,1,0.2
1305653,1,0.2
1306367,1,0.2
1306149,1,0.2
1306181,1,0.2
1306189,1,0.2
1306199,1,0.2
1306015,1,0.2
1305953,1,0.2
1305907,1,0.2
1306369,1,0.2
1306375,1,0.2
1306073,1,0.2
1306021,1,0.2
1306357,1,0.2
1305627,1,0.2
1305619,1,0.2
1305651,1,0.2
1306327,1,0.2
1306303,1,0.2
1305473,1,0.2
1305457,1,0.2
1305307,1,0.2
1305515,1,0.2
1305335,1,0.2
1306293,1,0.2
1305449,1,0.2
1305433,1,0.2
1305431,1,0.2
1305337,1,0.2
1305629,1,0.2
1305783,1,0.2
1305775,1,0.2
1305747,1,0.2
1305777,1,0.2
1305765,1,0.2
1306363,1,0.2
1305757,1,0.2
1305733,1,0.2
1305791,1,0.2
1305799,1,0.2
1305793,1,0.2
1305805,1,0.2
1305867,1,0.2
1305849,1,0.2
1305817,1,0.2
1305811,1,0.2
1305831,1,0.2
1305829,1,0.2
1305905,1,0.2
1305923,1,0.2
1305847,1,0.2
1306379,1,0.2
1306085,1,0.2
1306381,1,0.2
1305919,1,0.2
1305969,1,0.2
1305977,1,0.2
1306099,1,0.2
1306033,1,0.2
1306397,1,0.2
1305955,1,0.2
1305921,1,0.2
1305947,1,0.2
1305981,1,0.2
1306023,1,0.2
1306081,1,0.2
1306169,1,0.2
1306205,1,0.2
1306197,1,0.2
1306195,1,0.2
1306179,1,0.2
1306173,1,0.2
1306139,1,0.2
1306151,1,0.2
1306059,1,0.2
1306103,1,0.2
1305967,1,0.2
1305939,1,0.2
1305917,1,0.2
1306029,1,0.2
1306061,1,0.2
1306031,1,0.2
1306007,1,0.2
1306077,1,0.2
1306051,1,0.2
1306109,1,0.2
1306163,1,0.2
1306187,1,0.2
1304135,1,0.2
1306277,1,0.2
1305989,1,0.2
1306595,1,0.2
1305211,1,0.2
1306457,1,0.2
1305183,2,0.1
1305157,1,0.2
1306449,1,0.2
1305177,2,0.1
1305119,1,0.2
1306443,1,0.2
1306275,1,0.2
1305117,1,0.2
1306439,1,0.2
1305167,2,0.1
1305143,2,0.1
1305085,2,0.1
1305043,1,0.2
1305083,1,0.2
1306423,1,0.2
1306425,1,0.2
1305041,1,0.2
1304145,1,0.2
1305093,1,0.2
1305099,1,0.2
1305051,4,0.045
1305217,2,0.1
1305233,2,0.1
1305189,2,0.1
1305269,2,0.1
1305357,2,0.1
1305389,2,0.1
1305505,2,0.1
1305573,4,0.045
1305575,2,0.1
1305591,4,0.045
1306321,1,0.2
1306479,1,0.2
1306147,2,0.1
1305813,2,0.1
1305507,3,0.065
1306291,3,0.065
1305469,2,0.1
1305467,2,0.1
1305451,2,0.1
1305645,5,0.03
1305683,2,0.1
1305679,2,0.1
1305687,2,0.1
1305715,2,0.1
1305713,4,0.045
1305699,4,0.045
1306365,4,0.045
1306599,4,0.045
1306525,4,0.045
1305717,2,0.1
1305749,2,0.1
1305735,2,0.1
1305885,2,0.1
1306387,2,0.1
1306389,2,0.1
1306391,2,0.1
1305971,2,0.1
1305979,2,0.1
1305993,2,0.1
1306013,2,0.1
1305915,1,0.2
1306547,1,0.2
1305901,2,0.1
1305887,2,0.1
1306111,1,0.2
1306581,1,0.2
1306107,2,0.1
1306579,2,0.1
1306175,2,0.1
1306403,2,0.1
1306037,2,0.1
1305933,4,0.045
1305925,4,0.045
1305911,4,0.045
1305965,2,0.1
1305045,1,0.2
1305071,1,0.2
1306421,1,0.2
1306419,1,0.2
1305141,1,0.2
1305995,1,0.2
1306445,1,0.2
1306597,2,0.1
1306553,1,0.2
1306467,4,0.045
1306475,1,0.2
1306477,4,0.045
1306489,4,0.045
1306493,4,0.045
1306501,4,0.045
1308685,4,0.045
1306601,4,0.045
1306535,3,0.065
1306533,3,0.065
1306531,4,0.045
1306529,1,0.2
1306527,4,0.045
1306523,3,0.065
1306521,3,0.065
1306519,1,0.2
1306517,4,0.045
1306515,5,0.03
1306513,5,0.03
1268188,1,0.2
1268108,1,0.2
1268332,1,0.2
1268582,1,0.2
1268778,1,0.2
1268490,1,0.2
1268118,1,0.2
1268178,1,0.2
1268134,1,0.2
1268338,1,0.2
1269146,1,0.2
1268616,1,0.2
1268376,1,0.2
1268556,1,0.2
1268254,1,0.2
1268364,1,0.2
1268436,1,0.2
1268452,1,0.2
1268484,1,0.2
1268752,1,0.2
1268560,1,0.2
1268592,1,0.2
1268628,1,0.2
1268696,1,0.2
1268658,1,0.2
1268704,1,0.2
1268710,1,0.2
1268576,1,0.2
1268524,1,0.2
1268204,1,0.2
1268174,1,0.2
1268144,1,0.2
1268160,1,0.2
1268136,1,0.2
1268114,1,0.2
1268180,1,0.2
1268240,1,0.2
1268874,1,0.2
1268354,1,0.2
1268322,1,0.2
1268284,1,0.2
1268420,1,0.2
1268378,1,0.2
1268304,1,0.2
1268308,1,0.2
1268232,1,0.2
1268290,1,0.2
1268278,1,0.2
1268340,1,0.2
1268388,1,0.2
1268918,1,0.2
1268544,1,0.2
1268536,1,0.2
1268542,1,0.2
1268538,1,0.2
1306503,1,0.2
1306495,4,0.045
1306491,1,0.2
1306481,1,0.2
1306469,3,0.065
1306473,4,0.045
1306545,1,0.2
1306543,1,0.2
1306541,2,0.1
1306539,2,0.1
1306537,2,0.1
1306575,1,0.2
1306573,1,0.2
1306571,2,0.1
1306447,4,0.045
1306437,1,0.2
1306435,4,0.045
1306433,2,0.1
1306431,2,0.1
1306429,4,0.045
1306427,1,0.2
1306417,4,0.045
1306415,4,0.045
1306413,4,0.045
1306411,1,0.2
1306455,1,0.2
1306453,2,0.1
1306451,2,0.1
1306559,1,0.2
1306557,1,0.2
1306555,2,0.1
1306563,1,0.2
1306565,1,0.2
1306561,2,0.1
1268268,2,0.1
1268260,1,0.2
1268578,4,0.045
1268558,4,0.045
1268548,4,0.045
1268504,3,0.065
1268910,3,0.065
1268362,3,0.065
1268316,3,0.065
1268252,3,0.065
1268238,3,0.065
1268230,3,0.065
1268200,3,0.065
1268198,3,0.065
1268868,3,0.065
1268170,2,0.1
1268140,2,0.1
1268132,2,0.1
1268120,1,0.2
1268110,1,0.2
1268954,1,0.2
1268510,3,0.065
1268512,3,0.065
1268472,3,0.065
1268450,2,0.1
1268916,2,0.1
1268392,1,0.2
1269052,1,0.2
1268372,1,0.2
1268646,2,0.1
1268574,2,0.1
1268572,1,0.2
1268494,2,0.1
1268496,2,0.1
1268926,1,0.2
1269082,1,0.2
1268924,1,0.2
1268122,1,0.2
1268956,1,0.2
1268236,2,0.1
1268984,2,0.1
1268184,2,0.1
1268172,2,0.1
1268150,1,0.2
1268966,1,0.2
1268296,2,0.1
1268306,1,0.2
1268380,1,0.2
1268906,1,0.2
1268662,3,0.065
1268670,3,0.065
1268666,3,0.065
1268652,2,0.1
1268630,1,0.2
1268438,1,0.2
1269064,1,0.2
1268412,1,0.2
1269058,1,0.2
1268562,1,0.2
1269106,1,0.2
1268554,1,0.2
1269104,1,0.2
1268908,1,0.2
1268568,1,0.2
1268660,2,0.1
1268698,1,0.2
1268546,1,0.2
1269096,1,0.2
1269094,1,0.2
1268218,1,0.2
1268250,1,0.2
1268996,1,0.2
1268176,1,0.2
1268196,1,0.2
1268980,1,0.2
1268968,1,0.2
1268182,1,0.2
1268162,1,0.2
1268870,1,0.2
1268974,1,0.2
1268130,1,0.2
1268958,1,0.2
1268872,1,0.2
1268248,1,0.2
1269004,1,0.2
1268318,1,0.2
1269032,1,0.2
1268334,1,0.2
1268878,1,0.2
1269036,1,0.2
1268440,3,0.065
1268914,3,0.065
1268402,3,0.065
1268326,3,0.065
1268262,2,0.1
1268220,2,0.1
1268912,1,0.2
1268396,1,0.2
1269056,1,0.2
1268324,2,0.1
1268224,1,0.2
1268998,1,0.2
1268264,2,0.1
1268266,1,0.2
1269006,1,0.2
1268274,1,0.2
1269012,1,0.2
1269088,1,0.2
1268500,1,0.2
1268518,1,0.2
1269090,1,0.2
1268502,1,0.2
1269092,1,0.2
1268526,1,0.2
1268520,1,0.2
1269098,1,0.2
1268534,1,0.2
1269100,1,0.2
1268498,2,0.1
1269042,1,0.2
1269044,3,0.065
1269060,3,0.065
1268982,1,0.2
1268986,1,0.2
1268988,2,0.1
1269018,1,0.2
1269020,1,0.2
1269028,2,0.1
165910769,1,0.2
1269086,1,0.2
165910768,2,0.1
1285091,1,0.2
1285285,1,0.2
1285353,1,0.2
1285203,1,0.2
1285093,1,0.2
1285097,1,0.2
1285075,1,0.2
1285065,1,0.2
1285059,1,0.2
1284625,1,0.2
1285071,1,0.2
1285047,1,0.2
1285069,1,0.2
1285081,1,0.2
1285881,1,0.2
1285111,1,0.2
1285105,1,0.2
1285147,1,0.2
1285157,1,0.2
1285173,1,0.2
1285159,1,0.2
1285161,1,0.2
1285217,1,0.2
1285213,1,0.2
1285221,1,0.2
1285215,1,0.2
1285125,3,0.065
1285117,3,0.065
1285109,3,0.065
